,Book Author,Book Owner,Book Title,Publication Year
7619,Giovanni Papini,Ernest Hemingway,The letters of pope Celestine VI to all mankind,1948
7620,Louis Papy,Ernest Hemingway,Le Portugal,1935
7621,Emilia Pardo Bazán,Ernest Hemingway,Los Pazos de Ulloa,9999
7622,Luis Pardo García,Ernest Hemingway,Cuestiones de pesca fluvial,1934
7623,Luis Pardo García,Ernest Hemingway,Cuestiones de pesca y caza acuática,1935
7624,Bernard Pares,Ernest Hemingway,A history of Russia,1947
7625,Vilfredo Pareto,Ernest Hemingway,The mind and society,9999
7626,Edith Pargeter,Ernest Hemingway,By this strange fire,1948
7627,Maurice Parijanine,Ernest Hemingway,The Krassin,1929
7628,[N.auth],Ernest Hemingway,Paris,1942
7629,Musée du Jeu de Paume,Ernest Hemingway,Trois siècles d'art aux États-Unis,1938
7630,Musée National du Louvre,Ernest Hemingway,La vie privée en Grece et à Rome. 1 juillet-31 decembre 1959.,1959
7631,Salon des Tuileries,Ernest Hemingway,Le Salon des Tuileries,1925
7632,Malcolm Cowley,Ernest Hemingway,Writers at work: the Paris review interviews,1958
7633,Eric Parker,Ernest Hemingway,Elements of shooting,1924
7634,Eric Parker,Ernest Hemingway,"Shooting by moor, field and shore: a practical guide to modern methods",1929
7635,Eric Parker,Ernest Hemingway,"Shooting by moor, field and shore: a practical guide to modern methods",1929
7636,Eric Parker,Ernest Hemingway,"Shooting by moor, field and shore",1951
7637,Richard Parker,Ernest Hemingway,The gingerbread man,1954
7638,Richard Parker,Ernest Hemingway,Harm intended,1956
7639,Richard Parker,Ernest Hemingway,A kind of misfortune,1955
7640,Edd Winfield Parks,Ernest Hemingway,Southern poets,9999
7641,[N.auth],Ernest Hemingway,Parrocchiano romano contenente gli uffici di tutte le domeniche e delle principali feste,1923
7642,Katherine Ursula Parrott,Ernest Hemingway,Next time we live,1935
7643,Virgil Franklin Partch,Ernest Hemingway,It's hot in here,1944
7644,James Parton,Ernest Hemingway,Life of Andrew Jackson,9999
7645,Blaise [Louis de Montalte] Pascal,Ernest Hemingway,"Les provinciales, ou, Lettres de Louis de Montalte",9999
7646,Fred D. Pasley,Ernest Hemingway,Al Capone: the biography of a self-made man,9999
7647,Boris Pasternak,Ernest Hemingway,Safe conduct: an autobiography and other writings,1959
7648,László Pataky,Ernest Hemingway,Los duros: aventuras en la Legión Extranjera,1952
7649,László Pataky,Ernest Hemingway,Los duros: aventuras en la Legión Extranjera,1952
7650,Kenneth Patchen,Ernest Hemingway,The memoirs of a shy pornographer: an amusement,1945
7651,Walter Pater,Ernest Hemingway,"Marius, the Epicurean: his sensations and ideas",9999
7652,Alan Paton,Ernest Hemingway,The land and people of South Africa,1955
7653,Alan Paton,Ernest Hemingway,South Africa in transition,1956
7654,Alan Paton,Ernest Hemingway,Too late the phalarope,1953
7655,Vasco Pratolini,Ernest Hemingway,Mestiere di vagabondo,1947
7656,John Henry Patterson,Ernest Hemingway,The man-eaters of Tsavo and other East African adventures,1908
7657,John Henry Patterson,Ernest Hemingway,The man-eating lions of Tsavo,1925
7658,Rebecca Patterson,Ernest Hemingway,The riddle of Emily Dickinson,1951
7659,George Pattullo,Ernest Hemingway,Some men in their time,1959
7660,George Pattullo,Ernest Hemingway,Tight lines!,1938
7661,Elliot Paul,Ernest Hemingway,Fracas in the foothills: a Homer Evans western murder mystery and open space adventure,1940
7662,Elliot Paul,Ernest Hemingway,Hugger-mugger in the Louvre,1942
7663,Elliot Paul,Ernest Hemingway,The last time I saw Paris,1943
7664,Elliot Paul,Ernest Hemingway,The life and death of a Spanish town,1942
7665,Elliot Paul,Ernest Hemingway,Linden on the Saugus Branch (Items on the Grand Account),1947
7666,Elliot Paul,Ernest Hemingway,My old Kentucky home,1949
7667,Louis Paul,Ernest Hemingway,The pumpkin coach,1935
7668,Cesare Pavese,Ernest Hemingway,The moon and the bonfire,1954
7669,Cesare Pavese,Ernest Hemingway,Paesi tuoi: racconto,1945
7670,Enrico Pea,Ernest Hemingway,Moscardino,1956
7671,George Rawlinson,Ernest Hemingway,Ancient history; from the earliest times to the fall of the Western empire,1900
7672,Clayton Rawson,Ernest Hemingway,The headless lady,1940
7673,Rogelio Raymat y García,Ernest Hemingway,"Esbozo de relaciones humanes: educación popular, libro del hogar, de la escuela y de la sociedad",1957
7674,Maurice Raynal,Ernest Hemingway,Anthologie de la peinture en France de 1906 à nos jours,1927
7675,Maurice Raynal,Ernest Hemingway,Histoire de la peinture moderne de Baudelaire à Bonnard,1949
7676,Maurice Raynal,Ernest Hemingway,Peintres du vingtième siècle,1947
7677,Denys Arthur Rayner,Ernest Hemingway,The enemy below,1957
7678,Denys Arthur Rayner,Ernest Hemingway,Valor,1959
7679,Domenico Rea,Ernest Hemingway,"Gesú, fate luce: racconti",1952
7680,George Bronson Rea,Ernest Hemingway,Facts and fakes about Cuba,1897
7681,Herbert Edward Read,Ernest Hemingway,Aristotle's mother; an imaginary conversation,1961
7682,Charles Reade,Ernest Hemingway,The cloister and the hearth: a tale of the Middle Ages,1932
7683,Edgar Stern Family Fund,Ernest Hemingway,Recognition of excellence,9999
7684,[N.auth],Ernest Hemingway,"A record of the war: the third quarter, March-May 1940, also including the collapse of France",1940
7685,Pedro Recorte,Ernest Hemingway,Ayer y platino,9999
7686,Pedro Recorte,Ernest Hemingway,La impureza de la fiesta,9999
7687,Ladislao Redondo,Ernest Hemingway,Guerrita: Su tiempo y su retirada,1899
7688,Alonzo Reed,Ernest Hemingway,"Higher lessons in English. A work on English grammar and composition, in which the science of the language is made tribu",9999
7689,Chester Albert Reed,Ernest Hemingway,Bird guide. Part 2: Land birds east of the Rockies,1909
7690,Douglas Reed,Ernest Hemingway,Insanity fair,9999
7691,[N.auth],Ernest Hemingway,Reed's seamanship,9999
7692,Drew Pearson,Ernest Hemingway,The American diplomatic game,1935
7693,Haydn Sanborn Pearson,Ernest Hemingway,Sea flavor,1948
7694,Sir Alfred Edward Pease,Ernest Hemingway,The book of the lion,1914
7695,Donald Culross Peattie,Ernest Hemingway,Forward the nation,1942
7696,Donald Culross Peattie,Ernest Hemingway,Green laurels: the lives and achievements of the great naturalists,9999
7697,Roderick Peattie,Ernest Hemingway,Geography in human destiny,1941
7698,Roderick Peattie,Ernest Hemingway,The Berkshires: the purple hills,1948
7699,Roderick Peattie,Ernest Hemingway,"The friendly mountains: Green, White, and Adirondacks",1942
7700,Roderick Peattie,Ernest Hemingway,The Great Smokies and the Blue Ridge: the story of the southern Appalachians,1943
7701,Roderick Peattie,Ernest Hemingway,The Pacific coast ranges,1946
7702,Roderick Peattie,Ernest Hemingway,The Sierra Nevada: the range of Light,1947
7703,Donald Culross Peattie,Ernest Hemingway,A gathering of birds: an anthology of the best ornithological prose,9999
7704,[N.auth],Ernest Hemingway,Les pêches sportives,1929
7705,Margaret Pedler,Ernest Hemingway,Yesterday's harvest,9999
7706,Regino Pedroso,Ernest Hemingway,El ciruelo de Yuan Pei Pu: Poemas chinos,1955
7707,Edgar Allison Peers,Ernest Hemingway,Spain: a companion to Spanish travel,1930
7708,Edgar Allison Peers,Ernest Hemingway,"The Spanish tragedy, 1930-1936: dictatorship, republic, chaos",1936
7709,Georges Peeters,Ernest Hemingway,"La boxe, ""noble art.""",1944
7710,Waldo Peirce,Ernest Hemingway,Waldo Peirce,1945
7711,Édouard Peisson,Ernest Hemingway,Parti de Liverpool,9999
7712,Alfredo Peña Martín,Ernest Hemingway,"Tratado de las aves insectívoras cuya caza está prohibida en todo tiempo en España, por ser beneficiosas para la agricultura, y de las que pueden cazarse desde 1 de septiembre hasta 31 de enero",1905
7713,Antonio Peña y Goñi,Ernest Hemingway,Guerrita,1894
7714,Antonio Peña y Goñi,Ernest Hemingway,Lagartijo y Frascuelo y su tiempo,1887
7715,Edmund Pennant,Ernest Hemingway,"I, too, Jehovah: poems",1952
7716,Joseph Stanley Pennell,Ernest Hemingway,Dishonored flesh,1956
7717,Joseph Stanley Pennell,Ernest Hemingway,The history of Nora Beckham: a museum of home life,1948
7718,Joseph Stanley Pennell,Ernest Hemingway,The history of Rome Hanks and kindred matters,1944
7719,D. J. Penwill,Ernest Hemingway,Kamba customary law: notes taken in the Machakos District of Kenya Colony,1951
7720,Arthur Blayney Percival,Ernest Hemingway,A game ranger on safari,1928
7721,Arthur Blayney Percival,Ernest Hemingway,A game ranger's note book,1927
7722,J. Stanley Reeve,Ernest Hemingway,Foxhunting formalities,1929
7723,Arrumi El Tebib,Ernest Hemingway,"Pérdida y reconquista de Teruel: Batalla del Alfambra, noviembre del 37 a febrero del 38",1939
7724,Daniel Perea,Ernest Hemingway,A los toros: album compuesto de 28 acuarelas originales del reputado pintor de escenas taurinas,1895
7725,Karl Heinz Stauder,Ernest Hemingway,"Chinesische Seide, eine Erzählung",1952
7726,Alejandro Pereira Alves,Ernest Hemingway,Isondu: Cuentos para niños y jóvenes,1950
7727,Osvaldo Pereira Calzadilla,Ernest Hemingway,Producción de jabón en la finca: Aprovechando las materias primas más asequibles,1945
7728,S. J. Perelman,Ernest Hemingway,The most of S. J. Perelman,1958
7729,S. J. Perelman,Ernest Hemingway,"The road to Miltown; or, Under the spreading atrophy",1957
7730,Marina Pereyra de Aznar,Ernest Hemingway,The home book of Spanish cookery,9999
7731,Venacio Pérez,Ernest Hemingway,"Appleton correspondencia comercial, en español e ingles; Spanish and English commercial correspondence",1929
7732,Ramón Pérez de Ayala,Ernest Hemingway,Tinieblas en las cumbres,9999
7733,Gustav Regler,Ernest Hemingway,The great crusade,1940
7734,Benito Pérez Galdós,Ernest Hemingway,Episodios nacionales. 22 vols.,9999
7735,Gustav Regler,Ernest Hemingway,A land bewitched; Mexico in the shadow of the centuries,1955
7736,Benito Pérez Galdós,Ernest Hemingway,Episodios nacionales: Trafalgar,1942
7737,Gustav Regler,Ernest Hemingway,Les manants du Christ (Die Saat) Épisode de la jacquerie allemande,1951
7738,Benito Pérez Galdós,Ernest Hemingway,El equipaje del rey José,9999
7739,Gustav Regler,Ernest Hemingway,The owl of Minerva; the autobiography of Gustav Regler,1959
7740,Benito Pérez Galdós,Ernest Hemingway,Obras completas,1941
7741,Gustav Regler,Ernest Hemingway,La passion de Joss Fritz: roman,1937
7742,Alejandro Pérez Lugín,Ernest Hemingway,Currito de la Cruz: novela,1929
7743,Alejandro Pérez Lugín,Ernest Hemingway,Shadows of the sun,1934
7744,Alejandro [Don Pio] Pérez Lugín,Ernest Hemingway,"Ki ki ri ki!!! Los ""Gallos"": sus rivals y ""su"" prensa",1919
7745,Alejandro [Don Pio] Pérez Lugín,Ernest Hemingway,"El torero artista, Rafael Gómez [Gallito]: Apuntes para la historia",1911
7746,Alejandro [Don Pio] Pérez Lugín,Ernest Hemingway,"El torero artista, Rafael Gómez [Gallito]: Apuntes para la historia",1890
7747,Rubén Pérez Ortiz,Ernest Hemingway,Anuario bibliográfico colombiano,1963
7748,A. Carlos Pérez Ramos,Ernest Hemingway,Caza y pesca en América: manual práctico de caza y pesca publicado en español e inglés,1948
7749,A. Carlos Pérez Ramos,Ernest Hemingway,Caza y pesca en América: manual práctico de caza y pesca publicado en español e inglés,1948
7750,A. Carlos Pérez Ramos,Ernest Hemingway,Caza y pesca en América: manual práctico de caza y pesca publicado en español e inglés,1948
7751,A. Carlos Pérez Ramos,Ernest Hemingway,"Caza y pesca en Cuba: manual práctico de cazadores y pescadores; leyes, decretos-leyes y disposiciones sobre licencias",1945
7752,Maxwell E. Perkins,Ernest Hemingway,Editor to author: the letters of Maxwell E. Perkins,1950
7753,G. de Pernau,Ernest Hemingway,"Pour réussir du tir aux pigeons: education, entraînement, conseils",1913
7754,Alice Perrin,Ernest Hemingway,Government house,9999
7755,Daisy Valerie Perrott,Ernest Hemingway,Teach yourself Swahili,1951
7756,George Sessions Perry,Ernest Hemingway,Cities of America,1947
7757,Clemente Persico,Ernest Hemingway,Le assicurazioni marittime,1947
7758,Harold Leslie Peterson,Ernest Hemingway,American knives: the first history and collectors' guide,1958
7759,Houston Peterson,Ernest Hemingway,The melody of chaos,1931
7760,Roger Tory Peterson,Ernest Hemingway,Birds over America,1948
7761,Roger Tory Peterson,Ernest Hemingway,A field guide to the birds,9999
7762,Roger Tory Peterson,Ernest Hemingway,A field guide to western birds,1941
7763,Roger Tory Peterson,Ernest Hemingway,How to know the birds,1957
7764,Roger Tory Peterson,Ernest Hemingway,A field guide to the birds of Britain and Europe,1954
7765,Natale Petri,Ernest Hemingway,"Arte di caricare le navi: ad uso dei capitani, mercantile, capitani macchinisti, armatori assicuratori",1949
7766,Guglielmo Petroni,Ernest Hemingway,Il mondo è una prigione: romanzo,1942
7767,Petronius Arbiter,Ernest Hemingway,The complete works of Gaius Petronius,1932
7768,Olin Sewall Pettingill,Ernest Hemingway,A guide to bird finding east of the Mississippi,1951
7769,Olin Sewall Pettingill,Ernest Hemingway,A guide to bird finding west of the Mississippi,1953
7770,Joseph Peyré,Ernest Hemingway,De cape et d'épée,1938
7771,Joseph Peyré,Ernest Hemingway,Guadalquivir: roman,1952
7772,Joseph Peyré,Ernest Hemingway,Sang et lumières,1935
7773,Joseph Peyré,Ernest Hemingway,Sang et lumières,1935
7774,Clarence J. Pfaffenberger,Ernest Hemingway,Training your spaniel,1947
7775,Robert Henry Pfeiffer,Ernest Hemingway,"History of New Testament times, with an introduction to the Apocryopha",1949
7776,Robert Henry Pfeiffer,Ernest Hemingway,Introduction to the Old Testament,1941
7777,Melanie Pflaum,Ernest Hemingway,Bolero: a novel,1957
7778,Charles-Louis Philippe,Ernest Hemingway,Lettres de jeunesse à Henri Vandeputte,9999
7779,Cecil Ernest Lucas Phillips,Ernest Hemingway,Cockleshell heroes,1957
7780,Cecil Ernest Lucas Phillips,Ernest Hemingway,Escape of the Amethyst,1957
7781,Henry Albert Phillips,Ernest Hemingway,Germany today and tomorrow,1936
7782,John Sanburn Phillips,Ernest Hemingway,The Players: occasional pieces,1935
7783,Ruby Hart Phillips,Ernest Hemingway,Cuba: island of paradox,1959
7784,William Phillips,Ernest Hemingway,Great American short novels,1946
7785,William Phillips,Ernest Hemingway,The Avon book of modern writing,1953
7786,William Phillips,Ernest Hemingway,Avon book of modern writing no. 2,1954
7787,William Phillips,Ernest Hemingway,"The Partisan reader: ten years of Partisan review, 1934-1944",1946
7788,Pablo Picasso,Ernest Hemingway,L'œuvre gravé de Picasso,1955
7789,Pablo Picasso,Ernest Hemingway,Pablo Picasso,1953
7790,Pablo Picasso,Ernest Hemingway,Paintings and drawings of Picasso,1946
7791,[N.auth],Ernest Hemingway,Piccolo dizionario italiano-inglese e inglese-italiano con pronunzia figurata,9999
7792,Edouard Pichon,Ernest Hemingway,Le développement psychique de l'enfant et de l'adolescent: manuel d'étude,1947
7793,Lasalle Corbell Pickett,Ernest Hemingway,The bugles of Gettysburg,1913
7794,[N.auth],Ernest Hemingway,Pictoral history of the second world war: a photographic record of all theaters of action chronologically arranged,1944
7795,Harry Pidgeon,Ernest Hemingway,"Around the world single-handed: the cruise of the ""Islander""",1932
7796,Jean de Pierrefeu,Ernest Hemingway,Plutarque a menti,1923
7797,Johannes Spiess,Ernest Hemingway,Six ans de croisière en sous-marin,9999
7798,Robert Pigot,Ernest Hemingway,Twenty-five years big game hunting,1928
7799,James Pike,Ernest Hemingway,Scout and ranger; being the personal adventures of James Pike of the Texas Rangers in 1859-60,1932
7800,Oliver Ramsay Pilat,Ernest Hemingway,The mate takes her home,1939
7801,Pilgrim Trust,Ernest Hemingway,Recording Britain,1946
7802,Alberto [Alberto Moravia] Pincherele,Ernest Hemingway,The conformist,1951
7803,Alberto [Alberto Moravia] Pincherele,Ernest Hemingway,Conjugal love,1951
7804,Alberto [Alberto Moravia] Pincherele,Ernest Hemingway,"Five novels: Mistaken ambitions, Agostino, Luca, Conjugal love, A ghost at noon",1955
7805,Alberto [Alberto Moravia] Pincherele,Ernest Hemingway,Roman tales,1957
7806,Edgcumb Pinchon,Ernest Hemingway,"Dan Sickles, hero of Gettysburg and ""Yankee king of Spain""",1945
7807,Gifford Pinchot,Ernest Hemingway,Just fishing talk,1936
7808,Blas Pingaro,Ernest Hemingway,El inmigrante desconocido,1952
7809,Mrs. Kathrene Sutherland Gedney Pinkerton,Ernest Hemingway,Three's a crew,1940
7810,Mrs. Kathrene Sutherland Gedney Pinkerton,Ernest Hemingway,Wilderness wife,1939
7811,Guido Piovene,Ernest Hemingway,De America,1953
7812,Aileen Pippett,Ernest Hemingway,The moth and the star: a biography of Virginia Woolf,1955
7813,Luigi Pirandello,Ernest Hemingway,La ragione degli altri: commedia in tre atti,9999
7814,Félix Pita Rodríguez,Ernest Hemingway,Tobías: trece dibujos de Jorge Rigol,1955
7815,John Michael Pittaro,Ernest Hemingway,Spanish sight translations,1923
7816,Julian Alfred Pitt-Rivers,Ernest Hemingway,The people of the Sierra,1955
7817,Enrique Pizzi de Porras,Ernest Hemingway,Cinco días en México,1939
7818,Juan Manuel Planas y Sáinz,Ernest Hemingway,La corriente del Golfo,1920
7819,Juan Manuel Planas y Sáinz,Ernest Hemingway,Flor de manigua: novela,1926
7820,[N.auth],Ernest Hemingway,Plantas floridas de los jardines cubanos,1951
7821,Angélica Plaza,Ernest Hemingway,La tierra ilimitada,1954
7822,Abel Plenn,Ernest Hemingway,The southern Americas: a new chronicle,1948
7823,George Plimpton,Ernest Hemingway,Out of my league,1961
7824,Theodor Plievier,Ernest Hemingway,Moscow: a novel,1953
7825,Theodor Plievier,Ernest Hemingway,Stalingrad,1948
7826,William Plomer,Ernest Hemingway,"Ali the Lion: Ali of Tebelini, Pasha of Jannina, 1741-1822",9999
7827,William Plomer,Ernest Hemingway,The child of Queen Victoria and other stories,9999
7828,Francis Atwater,Ernest Hemingway,"Plymouth, Conn., 1795-1895: souvenir history",9999
7829,Hans Pochhammer,Ernest Hemingway,La dernière croisizère de l’admiral Von Spee: Souvenirs de l’escadre de croiseurs,1929
7830,Morris Edmund Speare,Ernest Hemingway,"The pocket book of short stories: American, English, and continental masterpieces",1941
7831,Morris Edmund Speare,Ernest Hemingway,"The pocket book of short stories: American, English, and continental masterpieces",1941
7832,Morris Edmund Speare,Ernest Hemingway,The pocket book of verse: great English and American poems,1940
7833,Edgar Allan Poe,Ernest Hemingway,Edgar Allan Poe,1945
7834,Edgar Allan Poe,Ernest Hemingway,Fantastic tales,1954
7835,John Hall Wheelock,Ernest Hemingway,"Poets of today, II",1955
7836,John Hall Wheelock,Ernest Hemingway,"Poets of today, III",1956
7837,John Hall Wheelock,Ernest Hemingway,"Poets of today, V",1958
7838,Frederick Julius Pohl,Ernest Hemingway,The lost discovery: uncovering the track of the Vikings in America,1952
7839,Ada Buch Polak,Ernest Hemingway,Gammelt norsk glass,1953
7840,François Poli,Ernest Hemingway,Pesca de tiburones,1958
7841,Hugh Bertie Campbell Pollard,Ernest Hemingway,"Game birds: rearing, preservation and shooting",1929
7842,Hugh Bertie Campbell Pollard,Ernest Hemingway,The gun room guide,1930
7843,Hugh Bertie Campbell Pollard,Ernest Hemingway,"Wildfowl & waders: nature & sport in the coastlands, depicted by the late Frank Southgate, R. B. A.",1928
7844,Tikhon Ivanovich Polner,Ernest Hemingway,Tolstoy and his wife,1945
7845,Marco Polo,Ernest Hemingway,"The travels of Marco Polo, the Venetian",1926
7846,David Polowe,Ernest Hemingway,The home book of medicine,1943
7847,David Polowe,Ernest Hemingway,Navigation for mariners and aviators,1942
7848,Thomas Polsky,Ernest Hemingway,Curtains for the judge,1939
7849,Gontran de Poncins,Ernest Hemingway,Kabloona,1941
7850,Alexander Pope,Ernest Hemingway,Complete poetical works,1903
7851,Clifford Hillhouse Pope,Ernest Hemingway,Turtles of the United States & Canada,1939
7852,Edith Pope,Ernest Hemingway,River in the wind,1954
7853,Jennie Barnes Pope,Ernest Hemingway,Brief biographies in modern history,1930
7854,Sir John Wyndham Pope-Hennessy,Ernest Hemingway,Sienese quattrocento painting,1947
7855,Claude Popelin,Ernest Hemingway,Le taureau et son combat,1952
7856,Bert Popowski,Ernest Hemingway,Crow shooting,1946
7857,Katherine Anne Porter,Ernest Hemingway,A defense of Circe,1954
7858,Katherine Anne Porter,Ernest Hemingway,"The leaning tower, and other stories",1944
7859,Katherine Anne Porter,Ernest Hemingway,"Pale horse, pale rider: three short novels",1939
7860,William Sydney [O. Henry] Porter,Ernest Hemingway,Rolling stones,9999
7861,Serafín Portuondo Linares,Ernest Hemingway,Los independientes de color: historia del Partido Independiente de Color,1950
7862,Donald Portway,Ernest Hemingway,Military science today,1940
7863,Chandler Rathfon Post,Ernest Hemingway,"A history of Spanish painting, vol 10 [of 14]",1950
7864,Emily Post,Ernest Hemingway,"Etiquette: ""The blue book of social usage""",1947
7865,Raymond William Postgate,Ernest Hemingway,Verdict of twelve,1945
7866,Paul L. Potous,Ernest Hemingway,"My enemy, the crocodile: the strange story of Africa's deadliest business",1957
7867,Jean Potts,Ernest Hemingway,Death of a stray cat,1955
7868,Jean Potts,Ernest Hemingway,The diehard,1956
7869,Angel Neovildo Pou,Ernest Hemingway,Cantos de sol y salitre: versos,1954
7870,Richard Hooper Pough,Ernest Hemingway,Audubon bird guide; small land birds of eastern & central North America from southern Texas to central Greenland,1949
7871,Richard Hooper Pough,Ernest Hemingway,"Audubon water bird guide: water, game and large land birds, eastern and central North America, from southern Texas to ce",1951
7872,Richard Hooper Pough,Ernest Hemingway,"Audubon water bird guide: water, game and large land birds, eastern and central North America, from southern Texas to ce",1951
7873,Henry Poulaille,Ernest Hemingway,Le pain quotidien,9999
7874,Ezra Pound,Ernest Hemingway,ABC of economics,9999
7875,Ezra Pound,Ernest Hemingway,ABC of reading,9999
7876,Ezra Pound,Ernest Hemingway,"A lume spento, 1908-1958",1958
7877,Ezra Pound,Ernest Hemingway,Antheil and the treatise on harmony,1924
7878,Ezra Pound,Ernest Hemingway,"Cantos 91, 96",1958
7879,Ezra Pound,Ernest Hemingway,"A draft of XVI Cantos of Ezra Pound for the beginning of a poem of some length, now first made into a book with initials",1925
7880,Ezra Pound,Ernest Hemingway,A draft of XXX cantos,1933
7881,Ezra Pound,Ernest Hemingway,Gaudier-Brzeska: a memoir,1916
7882,Ezra Pound,Ernest Hemingway,Guide to kulchur,1938
7883,Ezra Pound,Ernest Hemingway,Guide to kulchur,1938
7884,Ezra Pound,Ernest Hemingway,"If This Be Treason . . .” e.e. cummings/examined. James Joyce: to his memory. A French Accent. Canto 45."" Blast.",1948
7885,Ezra Pound,Ernest Hemingway,Lavoro ed usura: tre saggi,1954
7886,Ezra Pound,Ernest Hemingway,"The letters of Ezra Pound, 1907-1941",1950
7887,Ezra Pound,Ernest Hemingway,"The letters of Ezra Pound, 1907-1941",1950
7888,Ezra Pound,Ernest Hemingway,Lustra,9999
7889,Ezra Pound,Ernest Hemingway,Make it new: essays,9999
7890,Ezra Pound,Ernest Hemingway,Pavannes and divagations,1958
7891,Ezra Pound,Ernest Hemingway,Pavannes and divagations,1958
7892,Ezra Pound,Ernest Hemingway,Pavannes and divisions,9999
7893,Ezra Pound,Ernest Hemingway,"Personæ: the collected poems, including Ripostes, Lustra, Homage to Sextus Propertius, H.S. Mauberley",1926
7894,Ezra Pound,Ernest Hemingway,"Personæ: the collected poems, including Ripostes, Lustra, Homage to Sextus Propertius, H.S. Mauberley",1926
7895,Ezra Pound,Ernest Hemingway,Profile: an anthology collected in MCMXXXII,1932
7896,Ezra Pound,Ernest Hemingway,"A sampler from the new book: The letters of Ezra Pound, 1907-1941",1950
7897,Ezra Pound,Ernest Hemingway,Selected poems,1933
7898,Ezra Pound,Ernest Hemingway,Selected poems,1928
7899,Ezra Pound,Ernest Hemingway,The translations of Ezra Pound,9999
7900,Ezra Pound,Ernest Hemingway,Umbra: the early poems of Ezra Pound,1920
7901,Ezra Pound,Ernest Hemingway,Active anthology,1933
7902,Ezra Pound,Ernest Hemingway,The exile,1927
7903,Ezra Pound,Ernest Hemingway,The exile,1927
7904,Guy de Pourtalès,Ernest Hemingway,Nietzsche en Italie,1929
7905,Anthony Powell,Ernest Hemingway,A buyer's market: a novel,1953
7906,Dawn Powell,Ernest Hemingway,Angels on toast,1940
7907,Dawn Powell,Ernest Hemingway,A cage for lovers,1957
7908,Dawn Powell,Ernest Hemingway,The happy island,1938
7909,Dawn Powell,Ernest Hemingway,My home is far away,1944
7910,Dawn Powell,Ernest Hemingway,"Sunday, Monday, and always",1952
7911,Dawn Powell,Ernest Hemingway,"Turn, magic wheel",1936
7912,Dawn Powell,Ernest Hemingway,The wicked pavilion,1954
7913,Joseph Kessel,Ernest Hemingway,The lion,1959
7914,Attilio Loyola,Ernest Hemingway,The captivity of the Italians in Austria: impressions and recollections of my captivity,1918
7915,Denis David Lyell,Ernest Hemingway,The hunting & spoor of Central African game,9999
7916,Edo McCullough,Ernest Hemingway,"Good old Coney Island, a sentimental journey into the past",1957
7917,Charles McDermand,Ernest Hemingway,Waters of the golden trout country,1946
7918,Archibald MacLeish,Ernest Hemingway,Conquistador,1933
7919,Norman Mailer,Ernest Hemingway,The naked and the dead,1948
7920,Norman Mailer,Ernest Hemingway,The naked and the dead,1948
7921,René Maine,Ernest Hemingway,Trafalgar: Napoleon's naval Waterloo,1957
7922,[N.auth],Ernest Hemingway,"Major league baseball: facts, figures and official rules",1943
7923,Sergio Maldini,Ernest Hemingway,I sognatori: romanzo,1953
7924,Thomas Mann,Ernest Hemingway,The magic mountain,1932
7925,José Martín Blázquez,Ernest Hemingway,Guerre civile totale,1938
7926,John Masters,Ernest Hemingway,Fandango Rock,1959
7927,Henri Matisse,Ernest Hemingway,"Matisse: seize peintures, 1939-1943",1943
7928,Herbert Lionel Matthews,Ernest Hemingway,The yoke and the arrows; a report on Spain,1957
7929,F. O. Matthiessen,Ernest Hemingway,"The James family, including selections from the writings of Henry James, Senior, William, Henry & Alice James",1947
7930,W. Somerset Maugham,Ernest Hemingway,The moon and sixpence,9999
7931,W. Somerset Maugham,Ernest Hemingway,The narrow corner,1932
7932,W. Somerset Maugham,Ernest Hemingway,Plays,9999
7933,Guy de Maupassant,Ernest Hemingway,Huit contes choisis,9999
7934,Gavin Maxwell,Ernest Hemingway,Harpoon venture,1952
7935,Gian Maria Mazzini (ed.),Ernest Hemingway,Il fiore: Rassegna della nuova generazione poetica,9999
7936,Herman Melville,Ernest Hemingway,Typee,9999
7937,Frank Grant Menke,Ernest Hemingway,Encyclopedia of sports,1944
7938,Italy.,Ernest Hemingway,Report of the Department of Military Affairs : January to July 1918,1918
7939,Jeremiah N. Reynolds,Ernest Hemingway,"Mocha Dick; or, The White Whale of the Pacific",9999
7940,Quentin James Reynolds,Ernest Hemingway,The wounded don't cry,1941
7941,Kenneth Lewis Roberts,Ernest Hemingway,Boon Island,1956
7942,Walter Adolphe Roberts,Ernest Hemingway,The Caribbean: the story of our sea of destiny,1940
7943,Walter Adolphe Roberts,Ernest Hemingway,Havana: the portrait of a city,1953
7944,Donald Thompson Carlisle,Ernest Hemingway,"The ordeal of Oliver Airedale; or, to the dogs and back: a satire with teeth in it",1941
7945,Charles Carrington,Ernest Hemingway,The life of Rudyard Kipling,1955
7946,Gordon Carroll,Ernest Hemingway,"History in the writing, by the foreign correspondents of Time, Life & Fortune",1945
7947,Thomas Donald Carter,Ernest Hemingway,Mammals of North America: a guide to the North American mammal hall,1951
7948,Joyce Cary,Ernest Hemingway,"The moonlight, a novel",1946
7949,Robert J. Casey,Ernest Hemingway,Battle below; the war of the submarines,1945
7950,Robert J. Casey,Ernest Hemingway,Battle below; the war of the submarines,1945
7951,Camilo José Cela,Ernest Hemingway,La colmena,1957
7952,Miguel de Cervantes,Ernest Hemingway,The ingenious gentleman Don Quixote de La Mancha,1949
7953,Sheldon Cheney,Ernest Hemingway,The story of modern art,1941
